日期,产品类别,地区,销售额,订单量,月份
2024-12-07,家居用品,西部,3055,20,2024-12
2024-12-07,运动户外,北方,2370,20,2024-12
2024-12-07,运动户外,南方,2080,20,2024-12
2024-12-07,运动户外,华东,2081,20,2024-12
2024-12-07,运动户外,西部,2153,20,2024-12
2024-12-08,电子产品,北方,12299,56,2024-12
2024-12-08,电子产品,南方,10602,58,2024-12
2024-12-08,电子产品,华东,9069,37,2024-12
2024-12-08,电子产品,西部,9684,57,2024-12
2024-12-08,家用电器,北方,5514,32,2024-12
2024-12-08,家用电器,南方,3823,20,2024-12
2024-12-08,家用电器,华东,4067,20,2024-12
2024-12-08,家用电器,西部,4240,20,2024-12
2024-12-08,服装服饰,北方,7248,38,2024-12
2024-12-08,服装服饰,南方,5097,25,2024-12
2024-12-08,服装服饰,华东,6230,28,2024-12
2024-12-08,服装服饰,西部,5906,31,2024-12
2024-12-08,家居用品,北方,3555,20,2024-12
2024-12-08,家居用品,南方,3363,20,2024-12
2024-12-08,家居用品,华东,3416,20,2024-12
2024-12-08,家居用品,西部,3123,20,2024-12
2024-12-08,运动户外,北方,2915,20,2024-12
2024-12-08,运动户外,南方,2009,20,2024-12
2024-12-08,运动户外,华东,2254,20,2024-12
2024-12-08,运动户外,西部,2355,20,2024-12
2024-12-09,电子产品,北方,8601,46,2024-12
2024-12-09,电子产品,南方,8099,48,2024-12
2024-12-09,电子产品,华东,7333,35,2024-12
2024-12-09,电子产品,西部,7608,44,2024-12
2024-12-09,家用电器,北方,4324,23,2024-12
2024-12-09,家用电器,南方,3595,20,2024-12
2024-12-09,家用电器,华东,2886,20,2024-12
2024-12-09,家用电器,西部,3461,20,2024-12
2024-12-09,服装服饰,北方,5140,23,2024-12
2024-12-09,服装服饰,南方,5030,26,2024-12
2024-12-09,服装服饰,华东,4537,25,2024-12
2024-12-09,服装服饰,西部,4164,21,2024-12
2024-12-09,家居用品,北方,2666,20,2024-12
2024-12-09,家居用品,南方,2023,20,2024-12
2024-12-09,家居用品,华东,2034,20,2024-12
2024-12-09,家居用品,西部,2644,20,2024-12
2024-12-09,运动户外,北方,2116,20,2024-12
2024-12-09,运动户外,南方,1742,20,2024-12
2024-12-09,运动户外,华东,1597,20,2024-12
2024-12-09,运动户外,西部,1757,20,2024-12
2024-12-10,电子产品,北方,9622,56,2024-12
2024-12-10,电子产品,南方,8173,35,2024-12
2024-12-10,电子产品,华东,9025,36,2024-12
2024-12-10,电子产品,西部,8619,38,2024-12
2024-12-10,家用电器,北方,3863,20,2024-12
2024-12-10,家用电器,南方,2905,20,2024-12
2024-12-10,家用电器,华东,3387,20,2024-12
2024-12-10,家用电器,西部,3476,20,2024-12
2024-12-10,服装服饰,北方,5739,23,2024-12
2024-12-10,服装服饰,南方,4680,21,2024-12
2024-12-10,服装服饰,华东,4456,20,2024-12
2024-12-10,服装服饰,西部,4570,21,2024-12
2024-12-10,家居用品,北方,2730,20,2024-12
2024-12-10,家居用品,南方,2106,20,2024-12
2024-12-10,家居用品,华东,2443,20,2024-12
2024-12-10,家居用品,西部,2010,20,2024-12
2024-12-10,运动户外,北方,1725,20,2024-12
2024-12-10,运动户外,南方,1532,20,2024-12
2024-12-10,运动户外,华东,1777,20,2024-12
2024-12-10,运动户外,西部,1539,20,2024-12
2024-12-11,电子产品,北方,8865,52,2024-12
2024-12-11,电子产品,南方,7527,34,2024-12
2024-12-11,电子产品,华东,7391,33,2024-12
2024-12-11,电子产品,西部,8447,37,2024-12
2024-12-11,家用电器,北方,4174,21,2024-12
2024-12-11,家用电器,南方,3490,20,2024-12
2024-12-11,家用电器,华东,3735,20,2024-12
2024-12-11,家用电器,西部,3276,20,2024-12
2024-12-11,服装服饰,北方,5910,26,2024-12
2024-12-11,服装服饰,南方,5343,28,2024-12
2024-12-11,服装服饰,华东,4840,25,2024-12
2024-12-11,服装服饰,西部,4355,20,2024-12
2024-12-11,家居用品,北方,2121,20,2024-12
2024-12-11,家居用品,南方,2090,20,2024-12
2024-12-11,家居用品,华东,2413,20,2024-12
2024-12-11,家居用品,西部,2419,20,2024-12
2024-12-11,运动户外,北方,1891,20,2024-12
2024-12-11,运动户外,南方,1613,20,2024-12
2024-12-11,运动户外,华东,1362,20,2024-12
2024-12-11,运动户外,西部,1898,20,2024-12
2024-12-12,电子产品,北方,7943,34,2024-12
2024-12-12,电子产品,南方,7757,44,2024-12
2024-12-12,电子产品,华东,6305,27,2024-12
2024-12-12,电子产品,西部,9184,38,2024-12
2024-12-12,家用电器,北方,4463,24,2024-12
2024-12-12,家用电器,南方,3561,20,2024-12
2024-12-12,家用电器,华东,3452,20,2024-12
2024-12-12,家用电器,西部,3587,20,2024-12
2024-12-12,服装服饰,北方,5315,25,2024-12
2024-12-12,服装服饰,南方,5042,22,2024-12
2024-12-12,服装服饰,华东,4525,23,2024-12
2024-12-12,服装服饰,西部,4849,25,2024-12
2024-12-12,家居用品,北方,2925,20,2024-12
2024-12-12,家居用品,南方,2626,20,2024-12
2024-12-12,家居用品,华东,2055,20,2024-12
2024-12-12,家居用品,西部,2334,20,2024-12
2024-12-12,运动户外,北方,2020,20,2024-12
2024-12-12,运动户外,南方,1664,20,2024-12
2024-12-12,运动户外,华东,1668,20,2024-12
2024-12-12,运动户外,西部,1854,20,2024-12
2024-12-13,电子产品,北方,11289,51,2024-12
2024-12-13,电子产品,南方,8723,38,2024-12
2024-12-13,电子产品,华东,7614,33,2024-12
2024-12-13,电子产品,西部,8398,49,2024-12
2024-12-13,家用电器,北方,4903,20,2024-12
2024-12-13,家用电器,南方,3076,20,2024-12
2024-12-13,家用电器,华东,3303,20,2024-12
2024-12-13,家用电器,西部,3377,20,2024-12
2024-12-13,服装服饰,北方,5842,28,2024-12
2024-12-13,服装服饰,南方,4875,20,2024-12
2024-12-13,服装服饰,华东,4244,25,2024-12
2024-12-13,服装服饰,西部,4879,24,2024-12
2024-12-13,家居用品,北方,2452,20,2024-12
2024-12-13,家居用品,南方,2272,20,2024-12
2024-12-13,家居用品,华东,2547,20,2024-12
2024-12-13,家居用品,西部,2475,20,2024-12
2024-12-13,运动户外,北方,2134,20,2024-12
2024-12-13,运动户外,南方,1668,20,2024-12
2024-12-13,运动户外,华东,1296,20,2024-12
2024-12-13,运动户外,西部,1860,20,2024-12
2024-12-14,电子产品,北方,13806,81,2024-12
2024-12-14,电子产品,南方,8469,45,2024-12
2024-12-14,电子产品,华东,11972,49,2024-12
2024-12-14,电子产品,西部,8455,40,2024-12
2024-12-14,家用电器,北方,5360,27,2024-12
2024-12-14,家用电器,南方,4349,23,2024-12
2024-12-14,家用电器,华东,4967,21,2024-12
2024-12-14,家用电器,西部,4977,21,2024-12
2024-12-14,服装服饰,北方,6707,33,2024-12
2024-12-14,服装服饰,南方,5862,34,2024-12
2024-12-14,服装服饰,华东,5722,29,2024-12
2024-12-14,服装服饰,西部,6269,32,2024-12
2024-12-14,家居用品,北方,3574,20,2024-12
2024-12-14,家居用品,南方,2925,20,2024-12
2024-12-14,家居用品,华东,3111,20,2024-12
2024-12-14,家居用品,西部,2826,20,2024-12
2024-12-14,运动户外,北方,2882,20,2024-12
2024-12-14,运动户外,南方,2142,20,2024-12
2024-12-14,运动户外,华东,2295,20,2024-12
2024-12-14,运动户外,西部,2330,20,2024-12
2024-12-15,电子产品,北方,11965,60,2024-12
2024-12-15,电子产品,南方,10604,61,2024-12
2024-12-15,电子产品,华东,9336,50,2024-12
2024-12-15,电子产品,西部,9697,43,2024-12
2024-12-15,家用电器,北方,5367,27,2024-12
2024-12-15,家用电器,南方,5372,28,2024-12
2024-12-15,家用电器,华东,3863,20,2024-12
2024-12-15,家用电器,西部,3917,23,2024-12
2024-12-15,服装服饰,北方,6415,33,2024-12
2024-12-15,服装服饰,南方,6160,36,2024-12
2024-12-15,服装服饰,华东,5784,33,2024-12
2024-12-15,服装服饰,西部,6269,34,2024-12
2024-12-15,家居用品,北方,3775,20,2024-12
2024-12-15,家居用品,南方,2574,20,2024-12
2024-12-15,家居用品,华东,3208,20,2024-12
2024-12-15,家居用品,西部,2550,20,2024-12
2024-12-15,运动户外,北方,2887,20,2024-12
2024-12-15,运动户外,南方,1936,20,2024-12
2024-12-15,运动户外,华东,2365,20,2024-12
2024-12-15,运动户外,西部,1927,20,2024-12
2024-12-16,电子产品,北方,8163,35,2024-12
2024-12-16,电子产品,南方,8093,32,2024-12
2024-12-16,电子产品,华东,7875,39,2024-12
2024-12-16,电子产品,西部,7478,32,2024-12
2024-12-16,家用电器,北方,3969,22,2024-12
2024-12-16,家用电器,南方,3595,20,2024-12
2024-12-16,家用电器,华东,3350,20,2024-12
2024-12-16,家用电器,西部,3063,20,2024-12
2024-12-16,服装服饰,北方,5519,23,2024-12
2024-12-16,服装服饰,南方,4751,26,2024-12
2024-12-16,服装服饰,华东,4665,23,2024-12
2024-12-16,服装服饰,西部,4772,25,2024-12
2024-12-16,家居用品,北方,3155,20,2024-12
2024-12-16,家居用品,南方,2192,20,2024-12
2024-12-16,家居用品,华东,2470,20,2024-12
2024-12-16,家居用品,西部,2189,20,2024-12
2024-12-16,运动户外,北方,2232,20,2024-12
2024-12-16,运动户外,南方,1621,20,2024-12
2024-12-16,运动户外,华东,1765,20,2024-12
2024-12-16,运动户外,西部,2034,20,2024-12
2024-12-17,电子产品,北方,8399,37,2024-12
2024-12-17,电子产品,南方,8559,47,2024-12
2024-12-17,电子产品,华东,8476,44,2024-12
2024-12-17,电子产品,西部,9372,50,2024-12
2024-12-17,家用电器,北方,3930,22,2024-12
2024-12-17,家用电器,南方,4013,22,2024-12
2024-12-17,家用电器,华东,3438,20,2024-12
2024-12-17,家用电器,西部,3526,20,2024-12
2024-12-17,服装服饰,北方,5177,28,2024-12
2024-12-17,服装服饰,南方,4793,20,2024-12
2024-12-17,服装服饰,华东,4956,24,2024-12
2024-12-17,服装服饰,西部,4273,20,2024-12
2024-12-17,家居用品,北方,2749,20,2024-12
2024-12-17,家居用品,南方,2552,20,2024-12
2024-12-17,家居用品,华东,2420,20,2024-12
2024-12-17,家居用品,西部,1903,20,2024-12
2024-12-17,运动户外,北方,1693,20,2024-12
2024-12-17,运动户外,南方,1755,20,2024-12
2024-12-17,运动户外,华东,1579,20,2024-12
2024-12-17,运动户外,西部,1504,20,2024-12
2024-12-18,电子产品,北方,10042,42,2024-12
2024-12-18,电子产品,南方,7957,42,2024-12
2024-12-18,电子产品,华东,8233,39,2024-12
2024-12-18,电子产品,西部,7595,32,2024-12
2024-12-18,家用电器,北方,4008,20,2024-12
2024-12-18,家用电器,南方,3338,20,2024-12
2024-12-18,家用电器,华东,3909,20,2024-12
2024-12-18,家用电器,西部,3773,20,2024-12
2024-12-18,服装服饰,北方,6013,30,2024-12
2024-12-18,服装服饰,南方,4893,21,2024-12
2024-12-18,服装服饰,华东,4036,20,2024-12
2024-12-18,服装服饰,西部,4506,25,2024-12
2024-12-18,家居用品,北方,2852,20,2024-12
2024-12-18,家居用品,南方,2237,20,2024-12
2024-12-18,家居用品,华东,2544,20,2024-12
2024-12-18,家居用品,西部,2296,20,2024-12
2024-12-18,运动户外,北方,1788,20,2024-12
2024-12-18,运动户外,南方,1941,20,2024-12
2024-12-18,运动户外,华东,1864,20,2024-12
2024-12-18,运动户外,西部,1786,20,2024-12
2024-12-19,电子产品,北方,9037,42,2024-12
2024-12-19,电子产品,南方,8575,49,2024-12
2024-12-19,电子产品,华东,7786,32,2024-12
2024-12-19,电子产品,西部,8902,37,2024-12
2024-12-19,家用电器,北方,3174,20,2024-12
2024-12-19,家用电器,南方,3465,20,2024-12
2024-12-19,家用电器,华东,3156,20,2024-12
2024-12-19,家用电器,西部,3838,20,2024-12
2024-12-19,服装服饰,北方,4245,20,2024-12
2024-12-19,服装服饰,南方,5011,21,2024-12
2024-12-19,服装服饰,华东,3254,20,2024-12
2024-12-19,服装服饰,西部,5204,29,2024-12
2024-12-19,家居用品,北方,2463,20,2024-12
2024-12-19,家居用品,南方,2081,20,2024-12
2024-12-19,家居用品,华东,2513,20,2024-12
2024-12-19,家居用品,西部,2349,20,2024-12
2024-12-19,运动户外,北方,1833,20,2024-12
2024-12-19,运动户外,南方,1720,20,2024-12
2024-12-19,运动户外,华东,1704,20,2024-12
2024-12-19,运动户外,西部,1610,20,2024-12
2024-12-20,电子产品,北方,9270,41,2024-12
2024-12-20,电子产品,南方,8363,39,2024-12
2024-12-20,电子产品,华东,8456,46,2024-12
2024-12-20,电子产品,西部,8587,48,2024-12
2024-12-20,家用电器,北方,4483,23,2024-12
2024-12-20,家用电器,南方,3400,20,2024-12
2024-12-20,家用电器,华东,3364,20,2024-12
2024-12-20,家用电器,西部,3038,20,2024-12
2024-12-20,服装服饰,北方,5633,28,2024-12
2024-12-20,服装服饰,南方,5185,24,2024-12
2024-12-20,服装服饰,华东,5094,24,2024-12
2024-12-20,服装服饰,西部,5047,25,2024-12
2024-12-20,家居用品,北方,2762,20,2024-12
2024-12-20,家居用品,南方,2187,20,2024-12
2024-12-20,家居用品,华东,2116,20,2024-12
2024-12-20,家居用品,西部,2233,20,2024-12
2024-12-20,运动户外,北方,2156,20,2024-12
2024-12-20,运动户外,南方,1646,20,2024-12
2024-12-20,运动户外,华东,1764,20,2024-12
2024-12-20,运动户外,西部,1794,20,2024-12
2024-12-21,电子产品,北方,12879,70,2024-12
2024-12-21,电子产品,南方,10115,46,2024-12
2024-12-21,电子产品,华东,9287,46,2024-12
2024-12-21,电子产品,西部,10216,59,2024-12
2024-12-21,家用电器,北方,5331,27,2024-12
2024-12-21,家用电器,南方,4064,20,2024-12
2024-12-21,家用电器,华东,5208,21,2024-12
2024-12-21,家用电器,西部,4548,20,2024-12
2024-12-21,服装服饰,北方,7505,30,2024-12
2024-12-21,服装服饰,南方,6613,33,2024-12
2024-12-21,服装服饰,华东,6900,34,2024-12
2024-12-21,服装服饰,西部,4864,28,2024-12
2024-12-21,家居用品,北方,3757,20,2024-12
2024-12-21,家居用品,南方,2900,20,2024-12
2024-12-21,家居用品,华东,2602,20,2024-12
2024-12-21,家居用品,西部,2868,20,2024-12
2024-12-21,运动户外,北方,3228,20,2024-12
2024-12-21,运动户外,南方,2627,20,2024-12
2024-12-21,运动户外,华东,2332,20,2024-12
2024-12-21,运动户外,西部,2290,20,2024-12
2024-12-22,电子产品,北方,14626,67,2024-12
2024-12-22,电子产品,南方,8249,35,2024-12
2024-12-22,电子产品,华东,11832,67,2024-12
2024-12-22,电子产品,西部,10866,47,2024-12
2024-12-22,家用电器,北方,5728,27,2024-12
2024-12-22,家用电器,南方,4194,20,2024-12
2024-12-22,家用电器,华东,4069,22,2024-12
2024-12-22,家用电器,西部,4251,22,2024-12
2024-12-22,服装服饰,北方,6836,37,2024-12
2024-12-22,服装服饰,南方,5908,24,2024-12
2024-12-22,服装服饰,华东,6605,28,2024-12
2024-12-22,服装服饰,西部,7103,29,2024-12
2024-12-22,家居用品,北方,3431,20,2024-12
2024-12-22,家居用品,南方,3164,20,2024-12
2024-12-22,家居用品,华东,2341,20,2024-12
2024-12-22,家居用品,西部,3330,20,2024-12
2024-12-22,运动户外,北方,2836,20,2024-12
2024-12-22,运动户外,南方,2226,20,2024-12
2024-12-22,运动户外,华东,2104,20,2024-12
2024-12-22,运动户外,西部,2338,20,2024-12
2024-12-23,电子产品,北方,9485,41,2024-12
2024-12-23,电子产品,南方,8217,39,2024-12
2024-12-23,电子产品,华东,8239,49,2024-12
2024-12-23,电子产品,西部,7983,43,2024-12
2024-12-23,家用电器,北方,4422,22,2024-12
2024-12-23,家用电器,南方,3983,21,2024-12
2024-12-23,家用电器,华东,2737,20,2024-12
2024-12-23,家用电器,西部,3762,22,2024-12
2024-12-23,服装服饰,北方,5745,32,2024-12
2024-12-23,服装服饰,南方,4199,20,2024-12
2024-12-23,服装服饰,华东,4846,26,2024-12
2024-12-23,服装服饰,西部,5431,26,2024-12
2024-12-23,家居用品,北方,3061,20,2024-12
2024-12-23,家居用品,南方,2342,20,2024-12
2024-12-23,家居用品,华东,2380,20,2024-12
2024-12-23,家居用品,西部,2394,20,2024-12
2024-12-23,运动户外,北方,2128,20,2024-12
2024-12-23,运动户外,南方,1430,20,2024-12
2024-12-23,运动户外,华东,1731,20,2024-12
2024-12-23,运动户外,西部,1874,20,2024-12
2024-12-24,电子产品,北方,10758,53,2024-12
2024-12-24,电子产品,南方,6475,35,2024-12
2024-12-24,电子产品,华东,7268,36,2024-12
2024-12-24,电子产品,西部,8284,37,2024-12
2024-12-24,家用电器,北方,4047,23,2024-12
2024-12-24,家用电器,南方,3553,20,2024-12
2024-12-24,家用电器,华东,3512,20,2024-12
2024-12-24,家用电器,西部,3359,20,2024-12
2024-12-24,服装服饰,北方,5539,23,2024-12
2024-12-24,服装服饰,南方,4402,20,2024-12
2024-12-24,服装服饰,华东,4421,25,2024-12
2024-12-24,服装服饰,西部,4352,21,2024-12
2024-12-24,家居用品,北方,2599,20,2024-12
2024-12-24,家居用品,南方,2185,20,2024-12
2024-12-24,家居用品,华东,2592,20,2024-12
2024-12-24,家居用品,西部,2409,20,2024-12
2024-12-24,运动户外,北方,2042,20,2024-12
2024-12-24,运动户外,南方,1501,20,2024-12
2024-12-24,运动户外,华东,1643,20,2024-12
2024-12-24,运动户外,西部,1696,20,2024-12
2024-12-25,电子产品,北方,9563,50,2024-12
2024-12-25,电子产品,南方,8158,37,2024-12
2024-12-25,电子产品,华东,7719,31,2024-12
2024-12-25,电子产品,西部,7165,28,2024-12
2024-12-25,家用电器,北方,3031,20,2024-12
2024-12-25,家用电器,南方,4323,23,2024-12
2024-12-25,家用电器,华东,3316,20,2024-12
2024-12-25,家用电器,西部,3302,20,2024-12
2024-12-25,服装服饰,北方,4994,29,2024-12
2024-12-25,服装服饰,南方,4711,24,2024-12
2024-12-25,服装服饰,华东,3912,23,2024-12
2024-12-25,服装服饰,西部,5301,24,2024-12
2024-12-25,家居用品,北方,2337,20,2024-12
2024-12-25,家居用品,南方,2364,20,2024-12
2024-12-25,家居用品,华东,2420,20,2024-12
2024-12-25,家居用品,西部,2468,20,2024-12
2024-12-25,运动户外,北方,1939,20,2024-12
2024-12-25,运动户外,南方,1642,20,2024-12
2024-12-25,运动户外,华东,1847,20,2024-12
2024-12-25,运动户外,西部,1507,20,2024-12
2024-12-26,电子产品,北方,9506,52,2024-12
2024-12-26,电子产品,南方,7480,37,2024-12
2024-12-26,电子产品,华东,8782,51,2024-12
2024-12-26,电子产品,西部,8988,45,2024-12
2024-12-26,家用电器,北方,3669,20,2024-12
2024-12-26,家用电器,南方,3882,20,2024-12
2024-12-26,家用电器,华东,3721,21,2024-12
2024-12-26,家用电器,西部,3546,20,2024-12
2024-12-26,服装服饰,北方,5680,31,2024-12
2024-12-26,服装服饰,南方,5061,26,2024-12
2024-12-26,服装服饰,华东,3799,22,2024-12
2024-12-26,服装服饰,西部,4977,21,2024-12
2024-12-26,家居用品,北方,3312,20,2024-12
2024-12-26,家居用品,南方,2400,20,2024-12
2024-12-26,家居用品,华东,1882,20,2024-12
2024-12-26,家居用品,西部,2624,20,2024-12
2024-12-26,运动户外,北方,2121,20,2024-12
2024-12-26,运动户外,南方,2009,20,2024-12
2024-12-26,运动户外,华东,1784,20,2024-12
2024-12-26,运动户外,西部,1567,20,2024-12
2024-12-27,电子产品,北方,9745,40,2024-12
2024-12-27,电子产品,南方,8373,36,2024-12
2024-12-27,电子产品,华东,8825,50,2024-12
2024-12-27,电子产品,西部,7522,37,2024-12
2024-12-27,家用电器,北方,3800,20,2024-12
2024-12-27,家用电器,南方,3119,20,2024-12
2024-12-27,家用电器,华东,3829,20,2024-12
2024-12-27,家用电器,西部,3407,20,2024-12
2024-12-27,服装服饰,北方,6578,36,2024-12
2024-12-27,服装服饰,南方,3930,23,2024-12
2024-12-27,服装服饰,华东,5004,26,2024-12
2024-12-27,服装服饰,西部,4602,21,2024-12
2024-12-27,家居用品,北方,2793,20,2024-12
2024-12-27,家居用品,南方,2101,20,2024-12
2024-12-27,家居用品,华东,2205,20,2024-12
2024-12-27,家居用品,西部,2309,20,2024-12
2024-12-27,运动户外,北方,2353,20,2024-12
2024-12-27,运动户外,南方,1698,20,2024-12
2024-12-27,运动户外,华东,1622,20,2024-12
2024-12-27,运动户外,西部,1560,20,2024-12
2024-12-28,电子产品,北方,12825,53,2024-12
2024-12-28,电子产品,南方,11127,46,2024-12
2024-12-28,电子产品,华东,10878,45,2024-12
2024-12-28,电子产品,西部,9344,50,2024-12
2024-12-28,家用电器,北方,5439,27,2024-12
2024-12-28,家用电器,南方,4070,20,2024-12
2024-12-28,家用电器,华东,5098,28,2024-12
2024-12-28,家用电器,西部,4497,20,2024-12
2024-12-28,服装服饰,北方,6541,27,2024-12
2024-12-28,服装服饰,南方,5309,26,2024-12
2024-12-28,服装服饰,华东,6599,32,2024-12
2024-12-28,服装服饰,西部,7447,29,2024-12
2024-12-28,家居用品,北方,3482,20,2024-12
2024-12-28,家居用品,南方,2957,20,2024-12
2024-12-28,家居用品,华东,3204,20,2024-12
2024-12-28,家居用品,西部,3154,20,2024-12
2024-12-28,运动户外,北方,2508,20,2024-12
2024-12-28,运动户外,南方,2050,20,2024-12
2024-12-28,运动户外,华东,2094,20,2024-12
2024-12-28,运动户外,西部,2575,20,2024-12
2024-12-29,电子产品,北方,13744,75,2024-12
2024-12-29,电子产品,南方,10665,60,2024-12
2024-12-29,电子产品,华东,9837,51,2024-12
2024-12-29,电子产品,西部,8923,51,2024-12
2024-12-29,家用电器,北方,5635,28,2024-12
2024-12-29,家用电器,南方,5007,21,2024-12
2024-12-29,家用电器,华东,5103,30,2024-12
2024-12-29,家用电器,西部,3924,20,2024-12
2024-12-29,服装服饰,北方,7965,47,2024-12
2024-12-29,服装服饰,南方,6350,32,2024-12
2024-12-29,服装服饰,华东,5429,29,2024-12
2024-12-29,服装服饰,西部,6561,30,2024-12
2024-12-29,家居用品,北方,3536,20,2024-12
2024-12-29,家居用品,南方,2856,20,2024-12
2024-12-29,家居用品,华东,3214,20,2024-12
2024-12-29,家居用品,西部,2783,20,2024-12
2024-12-29,运动户外,北方,2547,20,2024-12
2024-12-29,运动户外,南方,2158,20,2024-12
2024-12-29,运动户外,华东,2671,20,2024-12
2024-12-29,运动户外,西部,3022,20,2024-12
2024-12-30,电子产品,北方,10830,64,2024-12
2024-12-30,电子产品,南方,8585,42,2024-12
2024-12-30,电子产品,华东,8660,49,2024-12
2024-12-30,电子产品,西部,8896,42,2024-12
2024-12-30,家用电器,北方,4742,24,2024-12
2024-12-30,家用电器,南方,3146,20,2024-12
2024-12-30,家用电器,华东,3461,20,2024-12
2024-12-30,家用电器,西部,3313,20,2024-12
2024-12-30,服装服饰,北方,5908,30,2024-12
2024-12-30,服装服饰,南方,4936,21,2024-12
2024-12-30,服装服饰,华东,3864,20,2024-12
2024-12-30,服装服饰,西部,4896,28,2024-12
2024-12-30,家居用品,北方,2469,20,2024-12
2024-12-30,家居用品,南方,2117,20,2024-12
2024-12-30,家居用品,华东,2086,20,2024-12
2024-12-30,家居用品,西部,2192,20,2024-12
2024-12-30,运动户外,北方,2428,20,2024-12
2024-12-30,运动户外,南方,1774,20,2024-12
2024-12-30,运动户外,华东,2060,20,2024-12
2024-12-30,运动户外,西部,1769,20,2024-12
2024-12-31,电子产品,北方,11472,47,2024-12
2024-12-31,电子产品,南方,8464,41,2024-12
2024-12-31,电子产品,华东,5764,31,2024-12
2024-12-31,电子产品,西部,9544,48,2024-12
2024-12-31,家用电器,北方,3839,20,2024-12
2024-12-31,家用电器,南方,3466,20,2024-12
2024-12-31,家用电器,华东,3497,20,2024-12
2024-12-31,家用电器,西部,3548,20,2024-12
2024-12-31,服装服饰,北方,5333,21,2024-12
2024-12-31,服装服饰,南方,4465,20,2024-12
2024-12-31,服装服饰,华东,4103,21,2024-12
2024-12-31,服装服饰,西部,4842,22,2024-12
2024-12-31,家居用品,北方,3282,20,2024-12
2024-12-31,家居用品,南方,2427,20,2024-12
2024-12-31,家居用品,华东,2302,20,2024-12
2024-12-31,家居用品,西部,2147,20,2024-12
2024-12-31,运动户外,北方,2211,20,2024-12
2024-12-31,运动户外,南方,1426,20,2024-12
2024-12-31,运动户外,华东,1886,20,2024-12
2024-12-31,运动户外,西部,1658,20,2024-12
2025-01-01,电子产品,北方,11908,59,2025-01
2025-01-01,电子产品,南方,9082,51,2025-01
2025-01-01,电子产品,华东,8230,46,2025-01
2025-01-01,电子产品,西部,9831,39,2025-01
2025-01-01,家用电器,北方,4104,23,2025-01
2025-01-01,家用电器,南方,4230,20,2025-01
2025-01-01,家用电器,华东,3755,20,2025-01
2025-01-01,家用电器,西部,4323,20,2025-01
2025-01-01,服装服饰,北方,5175,25,2025-01
2025-01-01,服装服饰,南方,4647,20,2025-01
2025-01-01,服装服饰,华东,6460,35,2025-01
2025-01-01,服装服饰,西部,6126,30,2025-01
2025-01-01,家居用品,北方,3108,20,2025-01
2025-01-01,家居用品,南方,2866,20,2025-01
2025-01-01,家居用品,华东,2827,20,2025-01
2025-01-01,家居用品,西部,2967,20,2025-01
2025-01-01,运动户外,北方,2743,20,2025-01
2025-01-01,运动户外,南方,1876,20,2025-01
2025-01-01,运动户外,华东,2183,20,2025-01
2025-01-01,运动户外,西部,2113,20,2025-01
2025-01-02,电子产品,北方,10723,46,2025-01
2025-01-02,电子产品,南方,9693,48,2025-01
2025-01-02,电子产品,华东,8963,46,2025-01
2025-01-02,电子产品,西部,9782,55,2025-01
2025-01-02,家用电器,北方,5121,27,2025-01
2025-01-02,家用电器,南方,4311,20,2025-01
2025-01-02,家用电器,华东,4341,20,2025-01
2025-01-02,家用电器,西部,3627,20,2025-01
2025-01-02,服装服饰,北方,6748,34,2025-01
2025-01-02,服装服饰,南方,5612,33,2025-01
2025-01-02,服装服饰,华东,6836,33,2025-01
2025-01-02,服装服饰,西部,4802,21,2025-01
2025-01-02,家居用品,北方,3293,20,2025-01
2025-01-02,家居用品,南方,2655,20,2025-01
2025-01-02,家居用品,华东,2658,20,2025-01
2025-01-02,家居用品,西部,2552,20,2025-01
2025-01-02,运动户外,北方,2202,20,2025-01
2025-01-02,运动户外,南方,2075,20,2025-01
2025-01-02,运动户外,华东,2133,20,2025-01
2025-01-02,运动户外,西部,1881,20,2025-01
2025-01-03,电子产品,北方,9039,36,2025-01
2025-01-03,电子产品,南方,9277,45,2025-01
2025-01-03,电子产品,华东,8926,45,2025-01
2025-01-03,电子产品,西部,9362,46,2025-01
2025-01-03,家用电器,北方,5096,24,2025-01
2025-01-03,家用电器,南方,4197,20,2025-01
2025-01-03,家用电器,华东,3469,20,2025-01
2025-01-03,家用电器,西部,3771,20,2025-01
2025-01-03,服装服饰,北方,5096,28,2025-01
2025-01-03,服装服饰,南方,4529,24,2025-01
2025-01-03,服装服饰,华东,4958,21,2025-01
2025-01-03,服装服饰,西部,4929,20,2025-01
2025-01-03,家居用品,北方,3603,20,2025-01
2025-01-03,家居用品,南方,2013,20,2025-01
2025-01-03,家居用品,华东,2461,20,2025-01
2025-01-03,家居用品,西部,3025,20,2025-01
2025-01-03,运动户外,北方,2390,20,2025-01
2025-01-03,运动户外,南方,2070,20,2025-01
2025-01-03,运动户外,华东,1828,20,2025-01
2025-01-03,运动户外,西部,2231,20,2025-01
2025-01-04,电子产品,北方,15852,74,2025-01
2025-01-04,电子产品,南方,12715,75,2025-01
2025-01-04,电子产品,华东,11056,62,2025-01
2025-01-04,电子产品,西部,12460,55,2025-01
2025-01-04,家用电器,北方,6521,28,2025-01
2025-01-04,家用电器,南方,4386,25,2025-01
2025-01-04,家用电器,华东,4956,24,2025-01
2025-01-04,家用电器,西部,5350,30,2025-01
2025-01-04,服装服饰,北方,7332,33,2025-01
